,ratio001,ratio002,ratio003,ratio004,ratio005,ratio006,ratio008,ratio011,ratio012,ratio017,ratio018,ratio019,ratio027,ratio029,ratio030,DIO,DPO,DSO,turnover,nace,ratio036,ratio037,ratio039,ratio040,status
1,-0.238174079,-0.155185972,-0.124783812,-0.422984408,-0.44199828,-0.281685016,-0.476657019,-3.467955763,-3.405226646,-1.297426442,-1.272000538,-0.534744062,-0.464157481,-0.296392875,-0.301233121,-0.297900904,-0.462927659,-0.722768947,-0.381661792,4635,1,1,1,1,1
2,-0.758471916,-0.356497211,-0.659059711,-0.076744652,0.260872888,-0.515998038,-1.119889311,1.75463047,0.921838772,4.328932123,4.38273126,-0.469841886,-0.822614995,-0.67234014,-0.643458474,-0.317153963,-0.279493006,-0.198443529,4.591706191,4791,1,1,1,1,1
3,-0.333616069,-0.207377775,0.508892254,-0.263181444,-0.49691009,-0.276421329,-0.372174006,-0.547247431,-0.088445224,1.102322422,1.119786222,-0.621280297,-0.31456692,-0.254620957,-0.263208082,-0.224097509,-0.268702732,-0.603185957,0.408384059,4752,1,1,1,1,1
4,-0.44481062,-0.478278084,-1.05666038,0.145203909,-0.255298126,-0.23924654,-0.424367628,-3.467955763,0.064050474,1.449654495,1.509636927,-0.556378121,-0.415336786,-0.547024385,-0.529383356,-0.16633833,-0.398186017,-0.685974181,0.094785937,4771,1,1,1,1,1
5,-0.479095606,-0.523013915,-1.156060547,-0.902393301,-0.749504417,-0.371167693,-0.400808672,1.75463047,-0.107507186,0.039275776,0.045062656,-0.578012179,-0.420276486,-3.076731758,-2.924960821,-0.320362806,-0.160799994,0.638637403,0.040900381,3212,1,1,1,1,1
6,-1.368040446,-0.309276057,-0.485109418,-0.334204983,-0.046633248,-0.23858858,3.449548399,-0.118991078,-3.405226646,-0.213329367,-0.397470577,-0.469841886,-0.822614995,-0.254620957,-0.263208082,-0.317153963,2.320962968,-0.79635848,6.10E-06,4941,1,1,1,1,1
7,-0.118639936,-0.167612592,-0.286309084,-0.964538898,-1.078975277,-0.300765881,-1.119889311,-0.65431152,0.921838772,-0.518560582,-0.492299127,-0.448207827,3.856037681,-0.714112059,-0.681483513,-0.073281875,-0.732684503,-0.685974181,-0.108668752,4711,1,1,1,1,1
8,-0.891442067,-1.040259533,-0.609359627,-0.565031487,-1.177816535,-0.332019022,-0.272287862,-0.172523122,-0.298126808,-1.276376013,-1.208781504,-3.510725172,-0.321482499,-0.67234014,-0.567408395,-0.320362806,5.485102841,-0.198443529,-0.131375245,4120,1,1,1,1,1
9,-0.218251722,-0.257084254,-0.162058875,-0.023476997,0.27185525,-0.250431875,-0.138404037,0.469861409,0.369041869,0.460284349,0.477059383,-0.275135358,-0.143488667,0.163098226,0.117042309,-0.297900904,-0.074477804,-0.106456613,-0.163345082,1330,0,0,1,0,1
10,-0.355391668,-0.291878789,1.105293257,1.148411407,1.787421208,4.06447545,-1.119889311,-3.467955763,0.626378358,-0.055451152,-0.471226116,-0.40493971,3.856037681,-3.076731758,-2.924960821,-0.320362806,0.055005481,0.592643945,-0.187972024,4752,0,0,1,0,1
11,-0.382263685,-0.309276057,-1.05666038,1.636698242,-1.133887087,-0.253721679,-0.438062469,-3.467955763,-0.23140994,-1.297426442,-1.272000538,-0.556378121,-0.455513008,-0.463480549,-0.453333278,-0.320362806,-0.678733134,-0.547993808,-0.191812923,4646,1,1,1,1,1
12,-1.368040446,-0.311761381,-0.559659543,-0.387472638,-0.11252742,-0.268525799,3.449548399,1.75463047,-3.405226646,4.328932123,4.38273126,-0.448207827,-0.822614995,-0.42170863,-0.415308239,-0.320362806,0.130537397,-0.115655305,-0.191925891,5229,1,1,1,1,1
13,-0.334079379,-0.035890423,0.521317275,-0.982294783,-0.848345675,-0.294186272,-0.247675456,0.041605055,0.130767341,-1.223749941,-1.198244999,0.56859293,-0.282047233,2.54409757,2.702744969,-0.320362806,0.799534369,-0.08805923,-0.20717652,6820,0,0,1,0,1
14,-0.509210797,-0.572720394,-0.982110254,-0.724834452,-0.529857177,-0.389261617,-0.461238353,-3.467955763,0.921838772,0.407658277,0.434913361,-0.534744062,-0.448185787,2.54409757,2.702744969,-0.320362806,-0.236331911,0.583445253,-0.21384161,7022,1,1,1,1,1
15,-0.460099871,-0.309276057,-1.330010839,-1.18648746,-1.100940001,-0.402420834,-1.119889311,1.75463047,-0.260002884,-0.350157153,-0.418543588,-0.469841886,3.856037681,-3.076731758,-2.924960821,-0.320362806,-0.732684503,-0.79635848,-0.218925153,9313,1,1,1,1,1
16,0.161199685,-0.309276057,-0.398134272,-0.263181444,0.041225648,-0.008631259,0.043555382,0.041605055,0.20701519,2.144318639,1.994316182,-0.361671593,0.070729627,-0.212849039,-0.225183043,-0.320362806,-0.732684503,-0.79635848,-0.220167797,4941,0,0,1,0,1
17,-0.447127173,-0.309276057,4.616107164,-1.15097569,-1.057010553,-0.515998038,3.449548399,-3.467955763,-0.107507186,-1.297426442,-1.272000538,-0.469841886,-0.822614995,2.54409757,2.702744969,-0.320362806,-0.732684503,-0.79635848,-0.247731897,4759,1,1,1,1,1
18,-0.796000078,-0.500646,-0.634209669,-0.174402019,0.030243286,-0.515998038,-0.426666063,1.75463047,-3.405226646,-0.613287511,-0.587127677,-0.556378121,-0.453784113,-3.076731758,-2.924960821,-0.169547173,1.565643805,-0.79635848,-0.248296735,4312,1,1,1,1,1
19,-0.510137419,-0.401233042,-0.982110254,-0.263181444,0.041225648,-0.177398219,-0.278417021,-0.386651299,-0.031259337,1.870663067,1.910024138,3.48919085,-0.328233422,-0.338164794,-0.339258161,-0.320362806,-0.560040123,0.2062989,-0.252476537,5224,1,1,1,1,1
20,-0.569441179,-0.401233042,-0.820584982,-0.520641775,-0.27726285,-0.3307031,-0.352541542,-3.467955763,0.921838772,4.328932123,4.38273126,-0.664548414,-0.383393397,-0.547024385,-0.529383356,-0.320362806,-0.570830397,-0.20764222,-0.257221177,4941,1,1,1,1,1
21,4.180308207,-1.040259533,-0.472684397,-0.360838811,-1.122904725,-0.26951274,-0.333675223,1.75463047,-3.405226646,0.544486064,0.571887933,-0.751084649,-0.362564332,-0.463480549,-0.453333278,0.231558234,0.680841358,-0.722768947,-0.265806716,4764,1,1,1,1,1
22,-0.345662145,-0.309276057,0.769817693,-1.159853632,-1.067992915,-0.287935644,-1.119889311,-0.172523122,0.102174398,-1.265850799,-1.240391021,-0.448207827,-0.822614995,-3.076731758,-2.924960821,-0.320362806,-0.516879028,-0.759563714,-0.270438389,6820,1,1,1,1,1
23,-0.620868659,-0.309276057,-0.746034857,-0.334204983,-0.05761561,-0.273789486,-0.488053425,-3.467955763,0.921838772,2.43902464,2.457922426,-0.513110003,-0.48580983,-0.463480549,-0.453333278,-0.320362806,-0.732684503,-0.189244837,-0.275408964,4633,1,1,1,1,1
24,-0.766811508,-0.309276057,-0.64663469,-0.440740293,-0.782451503,-0.32313655,3.449548399,1.75463047,-3.405226646,-0.002825081,0.023989645,-0.469841886,3.856037681,-0.67234014,-0.643458474,0.193052115,-0.732684503,-0.79635848,-0.275408964,4775,1,1,1,1,1
25,-0.469366083,-0.552837803,-1.230610672,-1.11546392,-1.035045829,-0.314583059,-0.334249832,-3.467955763,-0.23140994,1.070746779,1.109249716,-0.751084649,-0.36116475,2.54409757,2.702744969,-0.310736277,-0.106848626,-0.79635848,-0.278797993,5630,1,1,1,1,1
26,-0.523573427,-0.572720394,-0.932410171,-0.911271243,-0.914239847,-0.354389691,-0.284737717,-0.27958721,0.025926549,-1.086922155,-1.071806932,-1.681349171,-0.328068765,-0.588796304,-0.567408395,5.00785725,0.335552598,1.742480389,-0.285463083,4771,1,1,1,1,1
27,-0.553688618,-0.309276057,-0.845435024,-0.263181444,-0.980134019,-0.1777272,-0.461812962,1.75463047,0.921838772,-0.455409296,-0.587127677,-0.534744062,-0.484986547,-3.076731758,-2.924960821,-0.320362806,-0.732684503,-0.26283437,-0.292354108,4532,1,1,1,1,1
28,-0.359098153,-0.309276057,1.291668571,0.899829018,1.46893271,4.06447545,-1.119889311,-3.467955763,-0.059852281,-0.792216154,-0.755711766,-0.448207827,-0.822614995,2.54409757,2.702744969,-0.31394512,-0.732684503,-0.79635848,-0.293935654,3520,1,1,1,1,1
29,0.329381443,-0.309276057,-0.422984314,-0.431862351,-0.716557331,-0.283658899,-0.247100847,-0.011926989,0.216546171,-1.297426442,-1.272000538,0.546958871,-0.25619614,-0.212849039,-0.225183043,-0.249768255,-0.732684503,-0.79635848,-0.294839395,4711,0,0,1,0,1
30,-0.641254327,-0.692015943,-0.733609836,-1.257510999,-1.188798897,-0.316227961,-0.324960325,1.75463047,-3.405226646,-0.802741369,-0.808394294,-0.794352766,-0.3258459,-0.463480549,-0.491358317,-0.31394512,0.842695464,-0.759563714,-0.316416212,9313,1,1,1,1,1
31,-0.118176626,0.282231041,-0.286309084,-0.058988767,0.260872888,0.049598277,-0.208410529,0.523393453,0.330917944,1.239150208,1.277833805,-0.08042883,-0.267145807,-0.045761366,-0.073082887,-0.310736277,-0.581620671,0.335080581,-0.321273819,4321,0,0,1,0,1
32,-0.748742393,-0.381350451,-0.659059711,-0.014599055,-0.200386316,-0.022119456,3.449548399,-3.467955763,0.921838772,-0.034400724,-0.081375411,-0.448207827,3.856037681,-3.076731758,-2.924960821,-0.005896167,0.91822738,0.601842636,-0.323533172,2512,1,1,1,1,1
33,-0.807582843,-0.311761381,-0.634209669,-0.582787372,-0.354139384,-0.307016509,-0.306572847,1.75463047,-3.405226646,-0.276480653,-0.239422994,-0.967425235,-0.342146908,-0.547024385,-0.529383356,-0.320362806,-0.570830397,1.162962821,-0.325453621,5224,1,1,1,1,1
34,-0.654227025,3.977708912,-0.721184815,-1.230877172,-1.155851811,-0.313596118,-0.310116267,-3.467955763,0.921838772,-1.118497798,-1.092879943,-0.924157118,-0.335642971,2.54409757,2.702744969,-0.317153963,5.485102841,-0.603185957,-0.326809233,121,1,1,1,1,1
35,-0.168214174,0.21264197,-0.236609,-0.138890249,-0.584768987,-0.515998038,-0.217412732,0.255733232,0.359510888,-0.571186654,-0.534445149,-0.015526654,-0.274226042,0.121326308,0.07901727,5.00785725,0.216859587,0.408670114,-0.328729682,4673,0,0,1,0,1
36,-0.316473575,-0.309276057,0.272816857,0.109692139,0.480520129,-0.181017004,-0.157366123,0.630457541,0.340448925,0.90234335,0.940665627,-0.231867241,-0.203999984,0.079554389,0.040992231,-0.317153963,-0.732684503,-0.79635848,-0.330537164,5630,0,0,1,0,1
37,-0.324349856,-0.304305409,0.372217024,0.242861276,0.667220283,0.086773066,-0.31097818,-0.65431152,-0.212347978,0.733939921,0.1293547,-0.902523059,-0.355154783,-0.463480549,-0.529383356,-0.320362806,-0.344234648,0.463862263,-0.340139412,5221,1,1,1,1,1
38,0.502659619,-0.309276057,-0.435409334,-0.325327041,-0.617716073,-0.265235994,-0.255815746,-0.065459033,0.130767341,-0.802741369,-0.660883216,1.239248749,-0.299583166,-0.087533284,-0.149132965,-0.320362806,-0.732684503,-0.79635848,-0.340139412,1419,0,0,1,0,1
39,-0.66580979,-1.040259533,-0.708759794,-1.15097569,-1.057010553,-0.282013996,-0.257731108,0.148669143,0.102174398,-1.234275156,-1.198244999,1.520491512,-0.301970687,2.54409757,2.702744969,-0.320362806,-0.732684503,-0.79635848,-0.347595276,3511,0,0,1,1,1
40,-0.454540143,-0.309276057,-1.05666038,-1.168731575,-1.111922363,-0.319517765,-0.444957773,1.75463047,-0.107507186,4.328932123,2.457922426,-0.534744062,-0.447444832,-3.076731758,-2.924960821,-0.307527433,-0.506088754,-0.79635848,-0.348273081,3109,1,1,1,1,1
41,-0.541642542,-0.309276057,-0.882710087,-0.307571156,-0.013686162,4.06447545,-1.119889311,-3.467955763,-3.405226646,-1.297426442,4.38273126,-0.448207827,-0.822614995,2.54409757,2.702744969,-0.320362806,-0.678733134,-0.465205584,-0.35166211,4120,1,1,1,1,1
42,-0.46704953,-0.316732028,-1.255460714,-0.982294783,-0.848345675,4.06447545,3.449548399,1.75463047,0.921838772,0.997070279,0.824764066,-0.448207827,3.856037681,-3.076731758,-2.924960821,-0.320362806,0.767163548,0.279888432,-0.351775078,4941,1,1,1,1,1
43,0.894620412,3.977708912,-0.447834355,-0.334204983,-0.837363313,-0.136275666,-0.328024905,-0.333119255,-3.405226646,-1.023770869,-1.177171988,-0.772718707,-0.366927733,-0.714112059,2.702744969,5.00785725,-0.150009721,2.671548236,-0.353921462,4771,1,1,1,1,1
44,4.180308207,-0.309276057,-0.572084564,-1.159853632,-1.067992915,-0.280698075,-0.257731108,-0.118991078,0.102174398,-1.329002085,-1.303610054,1.520491512,-0.297854271,-3.076731758,-2.924960821,-0.320362806,-0.732684503,-0.79635848,-0.355503009,6820,0,0,1,1,1
45,-0.361878017,-0.309276057,1.478043885,-1.07995215,-0.969151657,-0.288593605,-1.119889311,-0.493715387,0.006864587,0.481334778,0.519205405,-0.469841886,-0.822614995,-0.379936712,-0.3772832,-0.320362806,-0.732684503,-0.79635848,-0.357649394,9523,1,1,1,1,1
46,-0.127906149,-0.309276057,-0.273884063,0.242861276,0.667220283,-0.515998038,-0.479338527,-3.467955763,0.921838772,-0.718539654,-0.871613327,-0.534744062,-0.498900033,2.54409757,-2.924960821,-0.320362806,-0.732684503,0.712226935,-0.358440167,6622,1,1,1,1,1
47,-0.526353291,3.977708912,-0.91998515,-1.04444038,-1.067992915,-0.290567488,-0.29115418,-0.172523122,0.092643417,-1.297426442,-1.293073549,-1.335204233,-0.285422694,0.873220837,2.702744969,-0.320362806,-0.732684503,-0.593987266,-0.359456876,2599,1,1,1,1,1
48,-0.510600729,-1.040259533,-0.982110254,-1.142097747,-0.321192298,4.06447545,-0.393626063,1.75463047,-3.405226646,-0.381732796,-0.376397566,-0.599646238,-0.424145917,-3.076731758,2.702744969,5.00785725,-0.096058352,-0.180046146,-0.359456876,4622,1,1,1,1,1
49,-0.566661316,-0.309276057,-0.820584982,-0.53839766,-0.409051194,-0.515998038,-0.480391976,-3.467955763,0.921838772,-0.455409296,-0.597664183,-0.534744062,-0.49708881,2.54409757,-2.924960821,-0.16633833,-0.732684503,2.432382256,-0.36115139,4674,1,1,1,1,1
50,-0.337785864,-0.299334761,0.58344238,1.104021695,-0.013686162,-0.515998038,3.449548399,1.75463047,-0.145631111,-1.002720441,-0.955905371,-0.469841886,3.856037681,-3.076731758,2.702744969,-0.320362806,1.101662034,-0.005271006,-0.361377326,2800,1,1,1,1,1
51,-0.300721014,-0.309276057,0.136141627,0.242861276,-1.067992915,0.002883056,-0.227564152,0.148669143,0.20701519,-1.055346512,-1.12448946,0.071009581,-0.277354519,0.664361246,-2.924960821,5.00785725,-0.732684503,-0.79635848,-0.362281067,4641,0,0,1,0,1
52,-0.073235494,0.508395519,-0.311159125,-0.920149186,-0.771469141,-0.290567488,-0.214252384,0.255733232,0.369041869,-0.56066144,-0.608200688,-0.037160713,-0.254549573,0.288413981,0.307167504,-0.320362806,1.544063258,-0.345622594,-0.362507002,7490,0,0,1,0,1
53,-0.370680919,-0.309276057,4.616107164,-0.422984408,-0.156456868,-0.280040114,-1.119889311,-3.467955763,-0.0503213,-0.792216154,-0.776784777,-0.448207827,-0.822614995,-0.755883977,-0.719508552,-0.320362806,-0.732684503,-0.79635848,-0.363636678,1330,1,1,1,1,1
54,-1.368040446,-0.309276057,-0.460259376,-0.476252063,-0.815398589,-0.305042626,-0.261466065,-0.011926989,-0.012197375,-0.950094369,-1.050733921,-3.510725172,-0.313414324,-0.087533284,-0.035057848,-0.320362806,-0.732684503,-0.79635848,-0.365670095,4641,0,1,1,1,1
55,-0.551835375,-0.309276057,-0.857860045,-0.529519718,-0.288245212,4.06447545,-0.052404269,1.75463047,-3.405226646,-0.339631939,-0.302642027,-0.491475945,-0.13204503,2.54409757,2.702744969,-0.320362806,-0.732684503,-0.79635848,-0.365670095,7410,0,1,1,1,1
56,-0.499944585,-0.438512901,-1.031810338,-0.183279962,-0.562804263,-0.176411278,-0.466314063,-3.467955763,0.921838772,0.628687778,-0.112984927,-0.534744062,-0.486633113,2.54409757,-2.924960821,-0.012313853,-0.279493006,-0.097257922,-0.368268351,4771,1,1,1,1,1
57,-0.529596465,-0.495675352,-0.907560129,-1.177609517,-1.100940001,-0.296489135,-0.289813427,-0.172523122,0.083112436,-1.223749941,-1.198244999,-1.400106409,-0.273567416,0.622589327,0.573342778,-0.310736277,0.961388475,-0.79635848,-0.368607253,812,1,1,1,1,1
58,-0.55507855,-0.309276057,-0.845435024,-0.822491819,-0.650663159,-0.357021534,3.449548399,1.75463047,-3.405226646,0.14452792,0.045062656,-0.448207827,3.856037681,-3.076731758,2.702744969,-0.320362806,1.6088049,0.095914601,-0.369059124,4321,1,1,1,1,1
59,0.127378009,-0.309276057,-0.385709251,-0.298693214,-0.0027038,-0.263920073,-0.377249716,-3.467955763,0.921838772,0.386607849,2.110217743,-0.621280297,-0.368162658,-0.42170863,-0.339258161,-0.320362806,-0.214751363,0.703028244,-0.370640671,4120,1,1,1,1,1
60,-0.480022228,-0.309276057,-1.143635526,-0.875759473,-1.024063467,-0.515998038,-0.30283789,1.75463047,-0.012197375,-0.023875509,-0.070838905,-1.032327411,-0.340253357,-0.505252467,-0.491358317,0.225140548,-0.732684503,-0.79635848,-0.372448153,4771,1,1,1,1,1
61,-0.322496613,-0.309276057,0.334941962,-0.875759473,-0.716557331,-0.293857292,-0.255049601,-0.011926989,0.12123636,-1.107972584,-1.12448946,1.152712514,-0.283117501,-3.076731758,-2.924960821,-0.320362806,-0.732684503,-0.79635848,-0.373803764,5110,0,0,1,0,1
62,-0.86410674,-0.309276057,-0.621784648,-0.849125646,-0.837363313,-0.320175726,-0.283684267,-0.226055166,-0.326719751,-0.918518726,-1.050733921,-3.510725172,-0.301147404,0.330185899,0.649392857,0.116039877,-0.732684503,-0.79635848,-0.374255635,6202,1,1,1,1,1
63,-0.944259479,-0.309276057,-0.596934606,-0.680444739,-0.650663159,-0.323794511,3.449548399,0.095137099,-0.298126808,-0.929043941,-0.892686338,-0.40493971,3.856037681,0.371957818,0.307167504,0.196260959,5.485102841,5.252333139,-0.37448157,4120,0,0,1,0,1
64,-0.700558088,-0.309276057,-0.683909752,-0.565031487,-0.33217466,-0.403736756,-0.331568325,-3.467955763,-3.405226646,-0.876417869,-0.850540316,-0.751084649,-0.370632508,2.54409757,-2.924960821,-0.320362806,-0.732684503,-0.79635848,-0.375724214,4339,1,1,1,1,1
65,-0.472609258,-0.319217352,-1.20576063,-0.804735934,-0.628698435,4.06447545,-1.119889311,1.75463047,-0.0503213,-1.086922155,-1.177171988,-0.513110003,-0.520799367,-3.076731758,2.702744969,-0.320362806,-0.732684503,1.383731419,-0.375950149,5813,1,1,1,1,1
66,-0.739939491,3.977708912,-0.659059711,-1.07995215,-0.969151657,-0.319188785,-0.269127514,0.095137099,0.092643417,-1.139548227,-1.113952954,1.260882808,-0.308145311,0.580817409,0.535317739,-0.320362806,5.485102841,0.657034786,-0.375950149,4222,1,0,0,0,1
67,-0.231224419,-0.309276057,-0.137208833,-0.831369761,-0.661645521,-0.296489135,-0.285312325,-0.118991078,0.073581455,-1.329002085,-1.303610054,3.48919085,-0.298018928,2.54409757,2.702744969,-0.320362806,-0.732684503,-0.79635848,-0.376289052,7490,1,1,1,1,1
68,-0.463343045,-0.361467859,-1.292735777,-1.177609517,-1.111922363,-0.358337456,3.449548399,-3.467955763,-0.040790319,-1.139548227,-1.092879943,-0.469841886,-0.262700077,0.539045491,0.421242622,0.010148049,2.051206124,0.703028244,-0.377418728,2825,1,1,1,1,1
69,-0.449907037,-0.309276057,4.616107164,-1.133219805,-1.035045829,-0.515998038,-1.119889311,1.75463047,0.016395568,-1.223749941,-1.208781504,-0.448207827,-0.303040955,-0.087533284,-0.111107926,-0.320362806,-0.732684503,-0.79635848,-0.377870599,6810,1,1,1,1,1
70,4.180308207,-0.309276057,-0.485109418,-0.804735934,-1.035045829,-0.312280196,-0.490926469,-0.118991078,-0.345781714,-1.234275156,-1.198244999,-0.513110003,-0.822614995,0.330185899,0.307167504,5.00785725,-0.732684503,-0.79635848,-0.37922621,4673,1,1,1,1,1
71,-0.612065757,-0.309276057,-0.758459878,-1.221999229,-1.144869449,-0.288593605,-1.119889311,-0.065459033,0.073581455,-1.329002085,-1.293073549,-0.426573769,3.856037681,-3.076731758,-2.924960821,-0.320362806,-0.732684503,0.997386373,-0.379791048,4771,0,0,1,0,1
72,-0.331299515,-0.309276057,0.459192171,0.136325967,0.535431939,-0.225100382,-0.11637737,0.898117762,0.46435168,-0.360682368,-0.713565744,-0.296769417,-0.126858346,0.956764674,2.702744969,-0.320362806,-0.560040123,1.714884315,-0.380242919,7220,0,0,1,0,1
73,-0.379947132,-0.309276057,-1.05666038,4.73829622,4.730694228,4.06447545,-0.491979918,-3.467955763,-0.307657789,-1.034296084,-1.103416449,-0.534744062,-0.509191073,2.54409757,-2.924960821,-0.320362806,-0.732684503,-0.79635848,-0.38114666,8230,1,1,0,1,1
74,-0.32018006,-0.26702555,0.31009192,0.189593622,-0.474945366,-0.515998038,-0.117430819,-0.065459033,0.12123636,-1.118497798,-1.229854516,-0.296769417,-0.177407936,-0.129305202,0.040992231,-0.320362806,5.485102841,-0.79635848,-0.381711498,2511,0,0,1,0,1
75,-0.259486368,-0.142759353,-0.062658707,-0.955660956,-0.815398589,-0.288264625,-0.309254354,-0.172523122,0.054519492,-1.286901227,-1.261464032,-0.924157118,-0.339759387,-0.755883977,2.702744969,-0.320362806,1.986464481,5.252333139,-0.382389304,2740,1,1,1,1,1
76,-0.335469311,-0.309276057,0.533742296,0.287250989,-0.672627883,0.02887251,-0.317298876,-0.172523122,-0.021728356,-1.065871727,-0.313178533,-0.859254942,-0.335807627,-0.296392875,-0.263208082,5.00785725,-0.732684503,-0.79635848,-0.384083818,4120,1,1,1,1,1
77,-0.453613522,-0.309276057,-1.05666038,1.59230853,-1.133887087,4.06447545,3.449548399,0.469861409,0.083112436,-1.09744737,-1.071806932,-0.40493971,-0.822614995,2.54409757,-2.924960821,-0.320362806,-0.732684503,-0.79635848,-0.384196785,6820,0,0,1,0,1
78,-0.463343045,-0.309276057,-1.292735777,-0.57390943,-0.343157022,4.06447545,-1.119889311,0.469861409,0.054519492,-0.697489226,-0.755711766,-0.40493971,0.495708425,0.580817409,0.611367817,-0.320362806,1.43616052,-0.79635848,-0.384309753,9002,0,0,1,0,1
79,-0.590290158,-0.309276057,-0.78330992,-1.168731575,-1.078975277,-0.324452472,-0.364033716,1.75463047,0.921838772,-1.297426442,-1.261464032,-0.642914355,-0.318354023,0.455501654,0.383217583,-0.320362806,-0.732684503,-0.79635848,-0.384987559,8622,1,1,1,1,1
80,-0.533766261,-0.309276057,-0.895135108,-0.263181444,0.041225648,-0.232337951,-0.36278873,-0.547247431,-0.059852281,-1.286901227,-1.261464032,-0.642914355,-0.396236616,-3.076731758,-2.924960821,-0.320362806,-0.732684503,-0.79635848,-0.385100526,2223,1,1,1,1,1
81,-0.347052077,-0.309276057,0.819517777,-0.760346222,-0.573786625,-0.289251566,-0.249399282,0.041605055,0.130767341,-1.065871727,-1.050733921,0.655129165,-0.292091288,0.622589327,0.611367817,-0.320362806,-0.732684503,-0.79635848,-0.38634317,4120,0,0,1,0,1
82,-3.24E-05,-0.309276057,-0.348434188,-0.130012307,0.063190372,-0.515998038,-0.156983051,-0.011926989,0.235608133,-1.286901227,-0.334251544,-0.231867241,-0.221041946,-3.076731758,-0.149132965,-0.320362806,-0.732684503,-0.79635848,-0.386908008,4120,0,0,1,0,1
83,-1.368040446,-0.309276057,-0.522384481,0.189593622,0.601326111,4.06447545,-0.264051804,-0.011926989,-3.405226646,-1.31847687,-1.293073549,3.48919085,-0.315472532,2.54409757,2.702744969,-0.320362806,-0.732684503,-0.79635848,-0.387133944,4120,0,1,1,1,1
84,-0.458709939,-0.309276057,4.616107164,-1.071074208,-0.958169295,-0.515998038,-0.290483803,-0.118991078,0.111705379,-1.329002085,-1.293073549,-1.356838291,-0.260724198,-3.076731758,-2.924960821,-0.320362806,-0.732684503,-0.79635848,-0.387472847,6810,1,1,1,1,1
85,-0.590290158,-1.040259533,-0.78330992,-0.707078567,-0.639680797,-0.324452472,-0.328312209,-3.467955763,0.921838772,-0.09755201,-0.0603024,-0.751084649,-0.360506124,2.54409757,2.702744969,-0.188800233,0.907437107,0.519054412,-0.381661792,2550,1,1,1,1,1
86,-0.005592142,-0.075655606,-0.348434188,-0.298693214,-0.38708647,-0.144829157,-0.197876036,0.148669143,0.397634812,4.328932123,-1.272000538,-0.123696947,-0.253890947,-0.212849039,-0.225183043,-0.230515195,0.022634659,-0.428410818,4.591706191,4791,0,0,1,0,1
87,-0.233077662,-0.304305409,-0.137208833,-0.529519718,-0.288245212,-0.289909527,-0.191268036,0.416329364,0.349979907,-1.297426442,4.38273126,-0.166965065,-0.226640272,-0.129305202,-0.149132965,-0.320362806,-0.365815196,-0.79635848,-0.381661792,9200,0,0,1,0,1
88,-1.368040446,-0.296849437,-0.472684397,-0.369716753,-1.155851811,-0.23924654,3.449548399,-0.226055166,-3.405226646,-1.265850799,-1.303610054,-0.534744062,-0.402822881,-0.630568222,-2.924960821,5.00785725,0.518987252,0.27068974,4.591706191,4211,1,1,0,1,1
89,-0.217788411,0.187788731,-0.162058875,-0.280937329,-0.178421592,-0.270828662,-0.256869195,-0.011926989,0.054519492,0.249780063,0.287402283,1.109444397,-0.297936599,-0.129305202,-0.149132965,-0.233724038,0.022634659,0.390272731,-0.381661792,4639,0,0,1,1,1
90,-0.471219326,-0.530469887,-1.218185651,-1.18648746,-1.133887087,-0.355705613,-0.285791166,1.75463047,0.921838772,-0.70801444,-0.692492733,-1.616446995,-0.32979766,-3.076731758,2.702744969,-0.198426762,-0.732684503,-0.042065772,4.591706191,2442,1,1,1,1,1
91,0.357643392,-0.214833747,-0.422984314,-0.53839766,-0.299227574,-0.291883409,-0.228234529,0.148669143,0.178422247,0.007700133,-0.15513095,0.071009581,-0.251503426,0.079554389,0.117042309,-0.320362806,-0.581620671,0.344279273,-0.381661792,6100,0,0,1,0,1
92,0.218650203,-0.018493156,-0.398134272,-0.414106466,-0.49691009,-0.288922585,-0.266733311,0.041605055,0.311855982,1.112847637,1.151395738,0.265716109,-0.310121191,-0.254620957,-0.263208082,-0.172756016,0.648470537,-0.79635848,4.591706191,4677,0,0,0,0,1
93,-0.253000019,0.170391463,-0.075083728,-0.440740293,-0.354139384,-0.283987879,-0.258880325,-0.011926989,0.111705379,-0.287005867,-0.281569016,1.671929922,-0.301065075,-0.087533284,-0.073082887,-0.185591389,0.098166576,0.555849179,-0.381661792,2454,0,0,1,0,1
94,4.180308207,3.977708912,-0.534809502,-0.636055027,-0.44199828,-0.293857292,-0.393242991,-3.467955763,-0.174224054,-0.676438797,-0.692492733,-0.599646238,-0.395989631,2.54409757,-2.924960821,-0.291483217,1.101662034,0.261491049,4.591706191,4931,1,1,1,0,1
95,-0.48882513,-0.334129296,-1.081510421,-0.511763833,-0.266280488,-0.408013501,-1.119889311,1.75463047,-3.405226646,1.260200637,1.28837031,-0.469841886,-0.822614995,-3.076731758,2.702744969,-0.320362806,-0.430556838,-0.290430444,-0.381661792,160,1,1,1,1,1
96,0.915932701,-1.040259533,-0.447834355,-0.476252063,-0.38708647,-0.285961762,-0.255432673,0.041605055,0.159360285,-0.655388368,-0.618737194,1.131078456,-0.306169431,-0.045761366,-0.073082887,-0.127832211,0.91822738,1.733281698,4.591706191,4120,0,0,1,0,1
